counts,number of items in equivalence class,isoforms in equivalence class
2,3,"ENST00000298854,ENST00000352508,ENST00000529341"
2,6,"ENST00000300013,ENST00000524803,ENST00000529318,ENST00000531581,ENST00000531751,ENST00000532452"
2,6,"ENST00000393084,ENST00000524755,ENST00000525729,ENST00000527531,ENST00000529391,ENST00000615746"
2,6,"ENST00000612489,ENST00000613181,ENST00000614444,ENST00000616540,ENST00000618252,ENST00000622211"
2,6,"ENST00000340252,ENST00000355721,ENST00000356632,ENST00000358658,ENST00000526516,ENST00000526799"
2,2,"ENST00000310513,ENST00000687097"
2,4,"ENST00000645439,ENST00000645500,ENST00000646638,ENST00000680171"
2,1,ENST00000530613
2,2,"ENST00000531066,ENST00000636090"
2,3,"ENST00000339997,ENST00000356000,ENST00000537981"
2,4,"ENST00000525123,ENST00000529154,ENST00000530969,ENST00000532595"
2,18,"ENST00000320230,ENST00000456706,ENST00000481290,ENST00000527723,ENST00000527734,ENST00000528606,ENST00000528936,ENST00000529351,ENST00000530360,ENST00000531214,ENST00000531514,ENST00000531534,ENST00000532484,ENST00000533385,ENST00000625419,ENST00000627843,ENST00000628067,ENST00000629634"
2,1,ENST00000530969
2,2,"ENST00000343597,ENST00000529618"
2,1,ENST00000527296
2,9,"ENST00000265965,ENST00000525422,ENST00000527494,ENST00000528200,ENST00000529151,ENST00000529728,ENST00000532265,ENST00000532546,ENST00000533241"
2,12,"ENST00000299606,ENST00000396602,ENST00000396604,ENST00000412390,ENST00000414370,ENST00000417726,ENST00000438144,ENST00000526657,ENST00000530463,ENST00000531943,ENST00000532577,ENST00000534265"
2,4,"ENST00000307998,ENST00000524408,ENST00000530806,ENST00000531972"
2,1,ENST00000529717
2,2,"ENST00000381036,ENST00000492252"
2,2,"ENST00000263464,ENST00000532808"
2,1,ENST00000534965
2,2,"ENST00000302731,ENST00000533682"
2,8,"ENST00000265838,ENST00000299355,ENST00000531813,ENST00000672008,ENST00000672031,ENST00000672354,ENST00000672580,ENST00000673531"
2,7,"ENST00000265838,ENST00000299355,ENST00000672031,ENST00000672367,ENST00000672580,ENST00000672907,ENST00000673531"
2,3,"ENST00000307998,ENST00000531972,ENST00000533347"
2,2,"ENST00000524989,ENST00000526879"
2,2,"ENST00000307998,ENST00000527277"
2,9,"ENST00000265838,ENST00000528370,ENST00000531813,ENST00000672031,ENST00000672284,ENST00000672354,ENST00000672367,ENST00000672580,ENST00000673531"
2,6,"ENST00000280352,ENST00000393047,ENST00000524989,ENST00000526879,ENST00000531378,ENST00000532163"
2,6,"ENST00000313726,ENST00000526099,ENST00000526757,ENST00000530991,ENST00000534127,ENST00000534278"
2,3,"ENST00000265838,ENST00000672367,ENST00000672907"
2,3,"ENST00000377793,ENST00000534965,ENST00000544138"
2,1,ENST00000529857
2,4,"ENST00000264037,ENST00000392793,ENST00000642222,ENST00000645041"
2,1,ENST00000687329
2,6,"ENST00000525169,ENST00000526126,ENST00000526828,ENST00000527392,ENST00000530959,ENST00000533225"
2,1,ENST00000523376
2,1,ENST00000329293
2,1,ENST00000354497
2,2,"ENST00000646050,ENST00000681451"
2,7,"ENST00000398006,ENST00000531154,ENST00000612489,ENST00000614444,ENST00000616540,ENST00000619129,ENST00000622211"
2,1,ENST00000529313
2,11,"ENST00000382409,ENST00000527170,ENST00000529717,ENST00000530813,ENST00000683307,ENST00000685854,ENST00000686001,ENST00000687329,ENST00000689835,ENST00000690068,ENST00000692634"
2,9,"ENST00000328221,ENST00000679353,ENST00000679982,ENST00000680299,ENST00000680310,ENST00000680342,ENST00000680588,ENST00000680802,ENST00000681702"
2,12,"ENST00000354202,ENST00000392834,ENST00000414373,ENST00000639704,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682"
2,3,"ENST00000318881,ENST00000524820,ENST00000532592"
2,1,ENST00000438576
2,6,"ENST00000375549,ENST00000526592,ENST00000528021,ENST00000528048,ENST00000528182,ENST00000640554"
2,4,"ENST00000264555,ENST00000413872,ENST00000416188,ENST00000534320"
2,6,"ENST00000332725,ENST00000397632,ENST00000431843,ENST00000528058,ENST00000530494,ENST00000531205"
2,3,"ENST00000337979,ENST00000530221,ENST00000641815"
2,20,"ENST00000313726,ENST00000524757,ENST00000525169,ENST00000526155,ENST00000526241,ENST00000526828,ENST00000527347,ENST00000527392,ENST00000527473,ENST00000527516,ENST00000527930,ENST00000528523,ENST00000530938,ENST00000530959,ENST00000533016,ENST00000533471,ENST00000533580,ENST00000533681,ENST00000534127,ENST00000534248"
2,5,"ENST00000337979,ENST00000528805,ENST00000529177,ENST00000633708,ENST00000641815"
2,1,ENST00000302514
2,2,"ENST00000338369,ENST00000533045"
2,19,"ENST00000354202,ENST00000392834,ENST00000409993,ENST00000414373,ENST00000442480,ENST00000638850,ENST00000639704,ENST00000640747,ENST00000682232,ENST00000682326,ENST00000682791,ENST00000682811,ENST00000682946,ENST00000683143,ENST00000684142,ENST00000684255,ENST00000684345,ENST00000684499,ENST00000684682"
2,4,"ENST00000527805,ENST00000675595,ENST00000675843,ENST00000683914"
2,6,"ENST00000382409,ENST00000527170,ENST00000683307,ENST00000685854,ENST00000690068,ENST00000692634"
2,2,"ENST00000528244,ENST00000530577"
2,1,ENST00000325234
2,5,"ENST00000350490,ENST00000377810,ENST00000402010,ENST00000677303,ENST00000677688"
2,5,"ENST00000525123,ENST00000528244,ENST00000529154,ENST00000530969,ENST00000532595"
2,1,ENST00000535135
2,1,ENST00000531228
2,1,ENST00000534249
2,1,ENST00000497094
2,7,"ENST00000294072,ENST00000426130,ENST00000447532,ENST00000539128,ENST00000540755,ENST00000544118,ENST00000546151"
2,1,ENST00000064778
2,1,ENST00000273550
2,2,"ENST00000338350,ENST00000529694"
2,1,ENST00000310653
2,7,"ENST00000263398,ENST00000352818,ENST00000415148,ENST00000425428,ENST00000442151,ENST00000525688,ENST00000533222"
2,1,ENST00000508278
2,6,"ENST00000294072,ENST00000426130,ENST00000447532,ENST00000536915,ENST00000540139,ENST00000540755"
2,3,"ENST00000310614,ENST00000411840,ENST00000535277"
2,4,"ENST00000256194,ENST00000527546,ENST00000646065,ENST00000683283"
2,8,"ENST00000310614,ENST00000411840,ENST00000497094,ENST00000508278,ENST00000535277,ENST00000540162,ENST00000542303,ENST00000543058"
2,1,ENST00000648261
2,5,"ENST00000310614,ENST00000497094,ENST00000508278,ENST00000540162,ENST00000542303"
2,1,ENST00000320934
2,1,ENST00000524567
2,1,ENST00000313010
2,1,ENST00000545687
2,2,"ENST00000525685,ENST00000533222"
2,12,"ENST00000278379,ENST00000395750,ENST00000395753,ENST00000642171,ENST00000643000,ENST00000643522,ENST00000644050,ENST00000644299,ENST00000644459,ENST00000644779,ENST00000645303,ENST00000645634"
2,3,"ENST00000397614,ENST00000397615,ENST00000527485"
2,4,"ENST00000329143,ENST00000525361,ENST00000532764,ENST00000533655"
2,6,"ENST00000273550,ENST00000526640,ENST00000532601,ENST00000532829,ENST00000534180,ENST00000620041"
2,1,ENST00000528759
2,5,"ENST00000278379,ENST00000395750,ENST00000395753,ENST00000642171,ENST00000644459"
2,2,"ENST00000311131,ENST00000393597"
2,13,"ENST00000278379,ENST00000395750,ENST00000395753,ENST00000642171,ENST00000643000,ENST00000643522,ENST00000644050,ENST00000644299,ENST00000644459,ENST00000644779,ENST00000645194,ENST00000645303,ENST00000645634"
2,1,ENST00000531353
2,1,ENST00000278951
2,1,ENST00000534396
2,14,"ENST00000349767,ENST00000393590,ENST00000393591,ENST00000393592,ENST00000535931,ENST00000538328,ENST00000540124,ENST00000540342,ENST00000542092,ENST00000544437,ENST00000618468,ENST00000679753,ENST00000680825,ENST00000680955"
2,7,"ENST00000263646,ENST00000317204,ENST00000525159,ENST00000527886,ENST00000527938,ENST00000530506,ENST00000530541"
2,3,"ENST00000529852,ENST00000532204,ENST00000649666"
2,6,"ENST00000526601,ENST00000528218,ENST00000528410,ENST00000532539,ENST00000618467,ENST00000620374"
2,2,"ENST00000314282,ENST00000497094"
2,1,ENST00000529275
2,1,ENST00000525313
2,4,"ENST00000256737,ENST00000525139,ENST00000531568,ENST00000672621"
2,7,"ENST00000304538,ENST00000358825,ENST00000360871,ENST00000423662,ENST00000526082,ENST00000527581,ENST00000528746"
2,10,"ENST00000310571,ENST00000376384,ENST00000504441,ENST00000535604,ENST00000536003,ENST00000541951,ENST00000542293,ENST00000543814,ENST00000544552,ENST00000544909"
2,12,"ENST00000278826,ENST00000381787,ENST00000507563,ENST00000542946,ENST00000543594,ENST00000686820,ENST00000688279,ENST00000689076,ENST00000689882,ENST00000692219,ENST00000692785,ENST00000693557"
2,4,"ENST00000358825,ENST00000360871,ENST00000528746,ENST00000531431"
2,9,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000491310,ENST00000540767,ENST00000542506,ENST00000545245,ENST00000545405"
2,13,"ENST00000278826,ENST00000381787,ENST00000507563,ENST00000542946,ENST00000543594,ENST00000685597,ENST00000686820,ENST00000688279,ENST00000689076,ENST00000689882,ENST00000692219,ENST00000692785,ENST00000693557"
2,48,"ENST00000299626,ENST00000376156,ENST00000525761,ENST00000525783,ENST00000526737,ENST00000526849,ENST00000527099,ENST00000529139,ENST00000530608,ENST00000530910,ENST00000532306,ENST00000532440,ENST00000615266,ENST00000679444,ENST00000679497,ENST00000679539,ENST00000679559,ENST00000679648,ENST00000679685,ENST00000679697,ENST00000679874,ENST00000679986,ENST00000680063,ENST00000680101,ENST00000680223,ENST00000680256,ENST00000680329,ENST00000680398,ENST00000680399,ENST00000680459,ENST00000680467,ENST00000680499,ENST00000680580,ENST00000680761,ENST00000680797,ENST00000680829,ENST00000680866,ENST00000680996,ENST00000681221,ENST00000681225,ENST00000681351,ENST00000681384,ENST00000681417,ENST00000681489,ENST00000681575,ENST00000681699,ENST00000681723,ENST00000681765"
2,8,"ENST00000278826,ENST00000381787,ENST00000542946,ENST00000543594,ENST00000686820,ENST00000688279,ENST00000689882,ENST00000692219"
2,1,ENST00000448838
2,2,"ENST00000528499,ENST00000533616"
2,1,ENST00000532417
2,14,"ENST00000350997,ENST00000421879,ENST00000424501,ENST00000433932,ENST00000448607,ENST00000466716,ENST00000473263,ENST00000539419,ENST00000540767,ENST00000542506,ENST00000544309,ENST00000544696,ENST00000545245,ENST00000545405"
2,1,ENST00000527330
2,1,ENST00000310473
2,1,ENST00000532947
2,1,ENST00000544552
2,8,"ENST00000525761,ENST00000530910,ENST00000679685,ENST00000680797,ENST00000680829,ENST00000680996,ENST00000681351,ENST00000681384"
2,1,ENST00000227868
2,2,"ENST00000689076,ENST00000693557"
2,1,ENST00000533172
2,2,"ENST00000340134,ENST00000382123"
2,4,"ENST00000280467,ENST00000396005,ENST00000527405,ENST00000533617"
2,2,"ENST00000531540,ENST00000532055"
2,1,ENST00000527697
2,5,"ENST00000376384,ENST00000504441,ENST00000536003,ENST00000543814,ENST00000544552"
2,1,ENST00000466716
2,1,ENST00000406787
2,1,ENST00000530454
2,1,ENST00000680643
2,1,ENST00000531318
2,1,ENST00000424501
2,3,"ENST00000403099,ENST00000406787,ENST00000451385"
2,9,"ENST00000679497,ENST00000679685,ENST00000680797,ENST00000680829,ENST00000680996,ENST00000681351,ENST00000681384,ENST00000681575,ENST00000681699"
2,1,ENST00000528218
2,3,"ENST00000301776,ENST00000415229,ENST00000628829"
2,3,"ENST00000525108,ENST00000528120,ENST00000529708"
2,3,"ENST00000394776,ENST00000494176,ENST00000529309"
2,1,ENST00000301764
2,3,"ENST00000278833,ENST00000525947,ENST00000534093"
2,2,"ENST00000421577,ENST00000530266"
2,2,"ENST00000538919,ENST00000539395"
2,2,"ENST00000687699,ENST00000689283"
2,2,"ENST00000392678,ENST00000488598"
2,1,ENST00000451739
2,1,ENST00000443524
2,1,ENST00000531185
2,1,ENST00000320683
2,1,ENST00000534347
2,1,ENST00000355260
2,6,"ENST00000389506,ENST00000420751,ENST00000534358,ENST00000649699,ENST00000685498,ENST00000691053"
2,1,ENST00000316529
2,2,"ENST00000260047,ENST00000531815"
2,1,ENST00000542531
2,3,"ENST00000332231,ENST00000448903,ENST00000688963"
2,6,"ENST00000389506,ENST00000420751,ENST00000534358,ENST00000685498,ENST00000685719,ENST00000691053"
2,13,"ENST00000260054,ENST00000525503,ENST00000526265,ENST00000527025,ENST00000528149,ENST00000529073,ENST00000529312,ENST00000529611,ENST00000529689,ENST00000529745,ENST00000529856,ENST00000533761,ENST00000534753"
2,8,"ENST00000532125,ENST00000685484,ENST00000685601,ENST00000685765,ENST00000686888,ENST00000688588,ENST00000689283,ENST00000692336"
2,2,"ENST00000472545,ENST00000650630"
2,3,"ENST00000376104,ENST00000472545,ENST00000650630"
2,6,"ENST00000301764,ENST00000679712,ENST00000680357,ENST00000680602,ENST00000680717,ENST00000681935"
2,6,"ENST00000289488,ENST00000324866,ENST00000423494,ENST00000538413,ENST00000642510,ENST00000642648"
2,14,"ENST00000301764,ENST00000535283,ENST00000540166,ENST00000542337,ENST00000543658,ENST00000679712,ENST00000680075,ENST00000680357,ENST00000680367,ENST00000680602,ENST00000680717,ENST00000681188,ENST00000681803,ENST00000681935"
2,12,"ENST00000260054,ENST00000525503,ENST00000526265,ENST00000527025,ENST00000528149,ENST00000529073,ENST00000529312,ENST00000529611,ENST00000529689,ENST00000529745,ENST00000529856,ENST00000534753"
2,3,"ENST00000278671,ENST00000535872,ENST00000538404"
2,21,"ENST00000289488,ENST00000307198,ENST00000324866,ENST00000423494,ENST00000427369,ENST00000439209,ENST00000535883,ENST00000536917,ENST00000538413,ENST00000538478,ENST00000539271,ENST00000539587,ENST00000541614,ENST00000544409,ENST00000642478,ENST00000642510,ENST00000642648,ENST00000643715,ENST00000645358,ENST00000646163,ENST00000647530"
2,6,"ENST00000289488,ENST00000324866,ENST00000427369,ENST00000439209,ENST00000544409,ENST00000642478"
2,9,"ENST00000260054,ENST00000455220,ENST00000525503,ENST00000529073,ENST00000529312,ENST00000529611,ENST00000529689,ENST00000529745,ENST00000529856"
2,1,ENST00000531383
2,12,"ENST00000260054,ENST00000455220,ENST00000525503,ENST00000526265,ENST00000527025,ENST00000528149,ENST00000529312,ENST00000529611,ENST00000529689,ENST00000529745,ENST00000529856,ENST00000534753"
2,3,"ENST00000263578,ENST00000533839,ENST00000690512"
2,1,ENST00000393392
2,11,"ENST00000294053,ENST00000340729,ENST00000437826,ENST00000535477,ENST00000535990,ENST00000538039,ENST00000539148,ENST00000543042,ENST00000544683,ENST00000642187,ENST00000642288"
2,6,"ENST00000311172,ENST00000409314,ENST00000409418,ENST00000409853,ENST00000422375,ENST00000458644"
2,3,"ENST00000378852,ENST00000420461,ENST00000531273"
2,9,"ENST00000227495,ENST00000444328,ENST00000531217,ENST00000534733,ENST00000676545,ENST00000676867,ENST00000677503,ENST00000677721,ENST00000678865"
2,4,"ENST00000527633,ENST00000533276,ENST00000533486,ENST00000534141"
2,4,"ENST00000334307,ENST00000347206,ENST00000676885,ENST00000679072"
2,2,"ENST00000257247,ENST00000530124"
2,3,"ENST00000525144,ENST00000525704,ENST00000529097"
2,20,"ENST00000334307,ENST00000347206,ENST00000446510,ENST00000527108,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000534635,ENST00000617650,ENST00000676885,ENST00000676921,ENST00000676979,ENST00000677116,ENST00000677623,ENST00000678060,ENST00000678480,ENST00000678950,ENST00000679022,ENST00000679072"
2,6,"ENST00000446510,ENST00000530697,ENST00000532470,ENST00000534635,ENST00000617650,ENST00000678950"
2,11,"ENST00000378867,ENST00000524380,ENST00000526679,ENST00000526682,ENST00000526728,ENST00000527172,ENST00000527487,ENST00000530050,ENST00000530252,ENST00000530639,ENST00000532121"
2,8,"ENST00000321297,ENST00000435507,ENST00000535830,ENST00000537837,ENST00000538973,ENST00000540222,ENST00000541367,ENST00000541999"
2,4,"ENST00000535830,ENST00000538973,ENST00000540222,ENST00000541367"
2,4,"ENST00000301776,ENST00000415229,ENST00000526096,ENST00000534571"
2,1,ENST00000533486
2,2,"ENST00000343338,ENST00000529678"
2,10,"ENST00000378867,ENST00000524380,ENST00000526679,ENST00000526682,ENST00000526728,ENST00000527172,ENST00000530050,ENST00000530252,ENST00000530639,ENST00000532121"
2,5,"ENST00000324559,ENST00000682341,ENST00000682530,ENST00000683197,ENST00000684663"
2,22,"ENST00000334307,ENST00000347206,ENST00000446510,ENST00000527108,ENST00000528092,ENST00000530697,ENST00000531554,ENST00000532470,ENST00000534635,ENST00000617650,ENST00000676885,ENST00000676921,ENST00000676979,ENST00000677116,ENST00000677156,ENST00000677406,ENST00000677623,ENST00000678060,ENST00000678480,ENST00000678950,ENST00000679022,ENST00000679072"
2,3,"ENST00000525117,ENST00000532548,ENST00000534301"
2,9,"ENST00000446510,ENST00000531554,ENST00000532470,ENST00000617650,ENST00000677116,ENST00000677156,ENST00000677623,ENST00000678480,ENST00000679072"
2,1,ENST00000439994
2,1,ENST00000542555
2,3,"ENST00000260047,ENST00000531895,ENST00000533342"
2,4,"ENST00000260047,ENST00000393389,ENST00000526731,ENST00000533342"
2,2,"ENST00000330796,ENST00000525188"
2,1,ENST00000526583
2,5,"ENST00000324932,ENST00000359171,ENST00000397007,ENST00000532475,ENST00000650171"
2,4,"ENST00000324932,ENST00000355260,ENST00000359171,ENST00000429801"
2,1,ENST00000397596
2,1,ENST00000455725
2,1,ENST00000524952
2,1,ENST00000429686
2,2,"ENST00000432999,ENST00000526020"
2,1,ENST00000478537
2,11,"ENST00000334805,ENST00000535054,ENST00000536728,ENST00000537947,ENST00000538536,ENST00000539138,ENST00000542989,ENST00000543304,ENST00000544767,ENST00000545082,ENST00000546314"
2,1,ENST00000529772
2,6,"ENST00000526737,ENST00000679648,ENST00000679874,ENST00000679986,ENST00000680063,ENST00000680797"
2,7,"ENST00000354420,ENST00000397604,ENST00000397614,ENST00000397615,ENST00000525701,ENST00000529768,ENST00000534797"
2,2,"ENST00000636151,ENST00000689828"
2,1,ENST00000336898
2,1,ENST00000673817
2,3,"ENST00000530284,ENST00000533603,ENST00000649490"
2,1,ENST00000278836
2,6,"ENST00000338608,ENST00000366212,ENST00000432063,ENST00000535545,ENST00000538185,ENST00000542951"
2,2,"ENST00000526242,ENST00000533603"
2,2,"ENST00000292067,ENST00000526595"
2,4,"ENST00000332351,ENST00000379077,ENST00000448076,ENST00000452863"
2,1,ENST00000526242
2,2,"ENST00000526422,ENST00000532445"
2,9,"ENST00000358171,ENST00000524558,ENST00000525876,ENST00000526397,ENST00000530284,ENST00000532356,ENST00000533449,ENST00000533603,ENST00000649490"
2,7,"ENST00000332351,ENST00000379077,ENST00000379079,ENST00000452863,ENST00000530998,ENST00000640146,ENST00000651459"
2,2,"ENST00000358171,ENST00000525492"
2,1,ENST00000648180
2,2,"ENST00000530334,ENST00000681411"
2,2,"ENST00000531120,ENST00000531921"
2,6,"ENST00000336898,ENST00000443276,ENST00000526177,ENST00000527820,ENST00000529721,ENST00000533805"
2,2,"ENST00000265460,ENST00000675345"
2,6,"ENST00000260282,ENST00000524656,ENST00000526014,ENST00000527717,ENST00000539526,ENST00000584394"
2,12,"ENST00000340437,ENST00000394888,ENST00000413232,ENST00000439958,ENST00000448745,ENST00000477890,ENST00000535222,ENST00000536548,ENST00000537162,ENST00000539952,ENST00000541963,ENST00000544585"
2,2,"ENST00000361763,ENST00000528600"
2,1,ENST00000278937
2,7,"ENST00000439958,ENST00000448745,ENST00000477890,ENST00000535222,ENST00000539952,ENST00000544585,ENST00000544990"
2,1,ENST00000693576
2,15,"ENST00000278572,ENST00000524851,ENST00000525690,ENST00000525933,ENST00000526248,ENST00000526608,ENST00000527273,ENST00000527446,ENST00000528439,ENST00000528847,ENST00000530164,ENST00000530721,ENST00000531188,ENST00000532872,ENST00000534440"
2,8,"ENST00000278572,ENST00000422465,ENST00000524851,ENST00000527446,ENST00000528847,ENST00000530721,ENST00000531188,ENST00000532872"
2,1,ENST00000525690
2,5,"ENST00000278317,ENST00000381557,ENST00000381558,ENST00000381579,ENST00000381589"
